Hhold.ID,Interview.Date,Fish.Date,KG.Catch,Total.Profit
DP01,7/27/2017,7/26/2017,1,500
DP01,7/27/2017,7/26/2017,1,500
CB04,7/27/2017,7/26/2017,2.5,450
KB03,7/27/2017,7/26/2017,1,500
KB03,7/27/2017,7/26/2017,1,500
CH14,7/27/2017,7/26/2017,2,810
CB20,7/27/2017,7/26/2017,1.5,540
NY18,7/27/2017,7/26/2017,2,800
NY25,7/27/2017,7/26/2017,2,400
KB06,7/28/2017,7/26/2017,2,700
CB02,7/27/2017,7/26/2017,2,270
CB06,8/27/2017,7/26/2017,2.5,450
KB02,7/28/2017,7/26/2017,1,500
KB02,7/28/2017,7/26/2017,1,500
AM19,7/28/2017,7/26/2017,2.5,1000
AM19,7/28/2017,7/26/2017,2.5,1000
AM21,7/20/2017,7/26/2017,0,0
AM11,7/28/2017,7/26/2017,2,500
AM05,7/28/2017,7/26/2017,3,900
KB02,7/28/2017,7/27/2017,1,300
KB02,7/28/2017,7/27/2017,1,300
AM12,7/28/2017,7/27/2017,1,300
AM12,7/28/2017,7/27/2017,1,300
AM10,7/28/2017,7/27/2017,1,300
AM10,7/28/2017,7/27/2017,1,300
AM19,7/28/2017,7/27/2017,2,800
AM19,7/28/2017,7/27/2017,2,800
AM11,7/28/2017,7/27/2017,2,600
AM05,7/28/2017,7/27/2017,3,900
CH38,7/3/2017,7/27/2017,2,810
CH38,7/3/2017,7/27/2017,2,810
KB01,8/1/2017,7/27/2017,0,0
KB01,8/1/2017,7/27/2017,0,0
AM04,8/1/2017,7/27/2017,0,0
CH25,8/1/2017,7/27/2017,1.5,470
CH25,8/1/2017,7/27/2017,1.5,470
AM06,8/1/2017,7/27/2017,2.5,1200
AM05,7/28/2017,7/28/2017,2,500
KB01,8/1/2017,7/28/2017,0.5,150
KB01,8/1/2017,7/28/2017,0.5,150
AM04,8/1/2017,7/28/2017,2,1100
AM06,8/1/2017,7/28/2017,1,400
KB09,8/3/2017,7/28/2017,1,360
CB09,8/1/2017,7/28/2017,1,200
CH28,8/3/2017,7/28/2017,2,540
CH28,8/3/2017,7/28/2017,2,540
AM01,8/2/2017,7/28/2017,2,1300
AM01,8/2/2017,7/28/2017,2,1300
KB01,8/1/2017,7/29/2017,1,300
KB01,8/1/2017,7/29/2017,1,300
CB09,8/1/2017,7/29/2017,1.5,300
CH25,8/1/2017,7/29/2017,0.5,170
CH25,8/1/2017,7/29/2017,0.5,170
CH18,8/2/2017,7/29/2017,1,225
CH18,8/2/2017,7/29/2017,1,225
AM06,8/1/2017,7/29/2017,1,500
AM06,8/1/2017,7/29/2017,1,500
AM05,8/1/2017,7/29/2017,1,700
AM05,8/1/2017,7/29/2017,1,700
CH28,8/1/2017,7/29/2017,1.5,360
CH28,8/1/2017,7/29/2017,1.5,360
CH23,8/1/2017,7/29/2017,1.5,450
CH23,8/1/2017,7/29/2017,1.5,450
AM21,8/1/2017,7/29/2017,2,1200
AM21,8/1/2017,7/29/2017,2,1200
AM19,8/1/2017,7/29/2017,2,800
AM19,8/1/2017,7/29/2017,2,800
CH21,8/2/2017,7/29/2017,0.6,180
CB11,8/2/2017,7/29/2017,0.7,200
CB11,8/2/2017,7/29/2017,0.7,200
CB09,8/1/2017,7/30/2017,1,200
CH17,7/2/2017,7/30/2017,1,200
AM06,8/1/2017,7/30/2017,1.5,750
AM06,8/1/2017,7/30/2017,1.5,750
AM05,8/1/2017,7/30/2017,2,1200
AM05,8/1/2017,7/30/2017,2,1200
CH28,8/1/2017,7/30/2017,0.5,180
CH23,8/1/2017,7/30/2017,1,270
CH28,8/3/2017,7/30/2017,1.5,450
CH28,8/3/2017,7/30/2017,1.5,450
AM21,8/1/2017,7/30/2017,1,500
AM21,8/1/2017,7/30/2017,1,500
AM19,8/1/2017,7/30/2017,2,900
AM19,8/1/2017,7/30/2017,2,900
KB03,8/1/2017,7/30/2017,1,600
KB03,8/1/2017,7/30/2017,1,600
CH18,8/2/2017,7/30/2017,1,260
CH18,8/2/2017,7/30/2017,1,260
AM18,8/2/2017,7/30/2017,1,500
KB02,8/2/2017,7/30/2017,1,500
AM08,8/2/2017,7/30/2017,1,500
AM08,8/2/2017,7/30/2017,1,500
KB05,8/2/2017,7/30/2017,1,650
KB05,8/2/2017,7/30/2017,1,650
NY18,8/3/2017,7/30/2017,1,700
AM20,8/2/2017,7/30/2017,1,300
CB24,8/4/2017,7/30/2017,1.5,540
AM09,8/2/2017,7/30/2017,2,800
AM09,8/2/2017,7/30/2017,2,800
AM13,8/2/2017,7/30/2017,2,800
AM13,8/2/2017,7/30/2017,2,800
CH05,8/2/2017,7/30/2017,0.8,230
CH05,8/2/2017,7/30/2017,0.8,230
AM04,8/1/2017,7/31/2017,1,600
AM06,8/1/2017,7/31/2017,1,600
AM06,8/1/2017,7/31/2017,1,600
AM05,8/1/2017,7/31/2017,2,1500
AM05,8/1/2017,7/31/2017,2,1500
CH25,8/1/2017,7/31/2017,2,720
CH25,8/1/2017,7/31/2017,2,720
CH28,8/1/2017,7/31/2017,1.5,450
CH28,8/1/2017,7/31/2017,2,540
CH23,8/1/2017,7/31/2017,2,630
CH23,8/1/2017,7/31/2017,2,630
AM21,8/1/2017,7/31/2017,1,600
AM21,8/1/2017,7/31/2017,1,600
AM19,8/1/2017,7/31/2017,2,800
AM19,8/1/2017,7/31/2017,2,800
KB03,8/1/2017,7/31/2017,2,900
KB03,8/1/2017,7/31/2017,2,900
AM06,8/1/2017,7/31/2017,1,400
CH18,8/2/2017,7/31/2017,1,255
CH18,8/2/2017,7/31/2017,1,255
CH18,8/2/2017,7/31/2017,0.5,160
CH18,8/2/2017,7/31/2017,0.5,160
AM18,8/2/2017,7/31/2017,1,600
KB02,8/2/2017,7/31/2017,1,600
AM08,8/2/2017,7/31/2017,1,750
AM08,8/2/2017,7/31/2017,1,750
KB05,8/2/2017,7/31/2017,1,500
KB05,8/2/2017,7/31/2017,1,500
NY18,8/3/2017,7/31/2017,1,600
AM20,8/2/2017,7/31/2017,2,600
CB24,8/4/2017,7/31/2017,0.5,230
AM01,8/2/2017,7/31/2017,2,900
AM01,8/2/2017,7/31/2017,2,900
AM09,8/2/2017,7/31/2017,2,1300
AM09,8/2/2017,7/31/2017,2,1300
AM13,8/2/2017,7/31/2017,2,900
AM13,8/2/2017,7/31/2017,2,900
CH21,8/2/2017,7/31/2017,1,270
CB11,8/2/2017,7/31/2017,0.8,230
CB11,8/2/2017,7/31/2017,0.8,230
CH05,8/2/2017,7/31/2017,1,270
CH05,8/2/2017,7/31/2017,1,270
CB19,8/3/2017,7/31/2017,1,200
KB09,8/3/2017,7/31/2017,1,360
DP01,8/3/2017,7/31/2017,1,600
DP01,8/3/2017,7/31/2017,1,600
AM12,8/5/2017,7/31/2017,1,300
AM12,8/5/2017,7/31/2017,1,300
NY19,8/3/2017,7/31/2017,1,600
NY19,8/3/2017,7/31/2017,1,600
NY04,8/3/2017,7/31/2017,2,600
NY23,8/3/2017,7/31/2017,2,650
CH18,8/2/2017,8/1/2017,1,315
CH18,8/2/2017,8/1/2017,1,315
CH18,8/2/2017,8/1/2017,0,0
CH18,8/2/2017,8/1/2017,0,0
AM18,8/2/2017,8/1/2017,1,500
KB02,8/2/2017,8/1/2017,1,500
AM08,8/2/2017,8/1/2017,1,600
AM08,8/2/2017,8/1/2017,1,600
KB05,8/2/2017,8/1/2017,2,800
KB05,8/2/2017,8/1/2017,2,800
AM20,8/2/2017,8/1/2017,2,600
CB24,8/4/2017,8/1/2017,0.2,70
CH28,8/3/2017,8/1/2017,3,1080
CH28,8/3/2017,8/1/2017,3,1080
AM01,8/2/2017,8/1/2017,2,1200
AM01,8/2/2017,8/1/2017,2,1200
AM09,8/2/2017,8/1/2017,1,600
AM09,8/2/2017,8/1/2017,1,600
AM13,8/2/2017,8/1/2017,1,500
AM13,8/2/2017,8/1/2017,1,500
CH21,8/2/2017,8/1/2017,1.5,450
CB11,8/2/2017,8/1/2017,0.3,100
CB11,8/2/2017,8/1/2017,0.3,100
CH05,8/2/2017,8/1/2017,0.5,180
CH05,8/2/2017,8/1/2017,0.5,180
KB09,8/3/2017,8/1/2017,1.5,450
CB19,8/3/2017,8/1/2017,1.5,410
KB09,8/3/2017,8/1/2017,1.5,450
DP01,8/3/2017,8/1/2017,1,500
DP01,8/3/2017,8/1/2017,1,500
AM12,8/5/2017,8/1/2017,1,400
AM12,8/5/2017,8/1/2017,1,400
NY19,8/3/2017,8/1/2017,2,1200
NY19,8/3/2017,8/1/2017,2,1200
NY04,8/3/2017,8/1/2017,2,600
NY23,8/3/2017,8/1/2017,2,650
AM06,8/7/2017,8/1/2017,1,900
AM03,8/6/2017,8/1/2017,14,6570
AM05,8/5/2017,8/1/2017,2,500
CH06,8/5/2017,8/1/2017,3,185
KB09,8/3/2017,8/2/2017,1.5,450
NY18,8/3/2017,8/2/2017,2,1000
CB19,8/3/2017,8/2/2017,1,270
KB09,8/3/2017,8/2/2017,1.5,450
DP01,8/3/2017,8/2/2017,1,600
DP01,8/3/2017,8/2/2017,1,600
NY19,8/3/2017,8/2/2017,2,1200
NY19,8/3/2017,8/2/2017,2,1200
NY04,8/3/2017,8/2/2017,2,700
NY23,8/3/2017,8/2/2017,2,800
AM06,8/7/2017,8/2/2017,1,700
AM05,8/5/2017,8/2/2017,2,400
CH06,8/5/2017,8/2/2017,1.5,85
CH03,8/8/2017,8/2/2017,1.5,540
CB16,8/5/2017,8/2/2017,2,720
CB16,8/5/2017,8/2/2017,2,720
KB04,8/5/2017,8/2/2017,2,270
KB06,8/5/2017,8/2/2017,2,600
AM11,8/5/2017,8/2/2017,2,600
AM06,8/7/2017,8/3/2017,1,600
AM05,8/5/2017,8/3/2017,2,400
CH06,8/5/2017,8/3/2017,1,60
CH03,8/8/2017,8/3/2017,2,630
CB16,8/5/2017,8/3/2017,1.5,540
CB16,8/5/2017,8/3/2017,1.5,540
KB04,8/5/2017,8/3/2017,2,270
KB06,8/5/2017,8/3/2017,2,600
AM11,8/5/2017,8/3/2017,2,600
CB02,8/6/2017,8/3/2017,0.5,100
CB22,8/10/2017,8/3/2017,0.5,180
CB22,8/10/2017,8/3/2017,0.5,180
NY03,8/6/2017,8/3/2017,1,600
NY20,8/6/2017,8/3/2017,1,500
AM10,8/6/2017,8/3/2017,2,650
AM10,8/6/2017,8/3/2017,2,650
CB03,8/6/2017,8/3/2017,2,810
AM12,8/5/2017,8/4/2017,2,900
AM12,8/5/2017,8/4/2017,2,900
CB16,8/5/2017,8/4/2017,3,1080
CB16,8/5/2017,8/4/2017,3,1080
KB04,8/5/2017,8/4/2017,2,270
KB06,8/5/2017,8/4/2017,2,700
AM11,8/5/2017,8/4/2017,2,400
CB02,8/6/2017,8/4/2017,0.5,100
NY03,8/6/2017,8/4/2017,1,600
NY20,8/6/2017,8/4/2017,1,600
AM03,8/6/2017,8/4/2017,16,7380
AM10,8/6/2017,8/4/2017,2,800
AM10,8/6/2017,8/4/2017,2,800
CB03,8/6/2017,8/4/2017,2,720
NY25,8/9/2017,8/4/2017,1,300
AM04,8/7/2017,8/4/2017,1,300
KB01,8/7/2017,8/4/2017,1,200
KB01,8/7/2017,8/4/2017,1,200
KB03,8/7/2017,8/4/2017,1,500
KB03,8/7/2017,8/4/2017,1,500
AM06,8/7/2017,8/4/2017,2,800
AM06,8/7/2017,8/4/2017,2,800
AM05,8/7/2017,8/4/2017,2,1000
AM05,8/7/2017,8/4/2017,2,1000
CB02,8/6/2017,8/5/2017,0.5,100
NY03,8/6/2017,8/5/2017,1,600
NY20,8/6/2017,8/5/2017,1,500
AM03,8/6/2017,8/5/2017,12,5400
AM10,8/6/2017,8/5/2017,2,750
AM10,8/6/2017,8/5/2017,2,750
CB03,8/6/2017,8/5/2017,3,1080
AM04,8/7/2017,8/5/2017,1,500
KB01,8/7/2017,8/5/2017,1,500
KB01,8/7/2017,8/5/2017,1,500
KB03,8/7/2017,8/5/2017,1,600
KB03,8/7/2017,8/5/2017,1,600
AM06,8/7/2017,8/5/2017,2,900
AM06,8/7/2017,8/5/2017,2,900
AM05,8/7/2017,8/5/2017,2,1500
AM05,8/7/2017,8/5/2017,2,1500
CH09,8/7/2017,8/5/2017,0,0
KB02,8/8/2017,8/5/2017,1,500
KB02,8/8/2017,8/5/2017,1,500
KB02,8/8/2017,8/5/2017,1,500
KB02,8/8/2017,8/5/2017,1,500
AM21,8/8/2017,8/5/2017,1,600
AM21,8/8/2017,8/5/2017,1,600
KB05,8/8/2017,8/5/2017,1,500
KB05,8/8/2017,8/5/2017,1,500
AM09,8/8/2017,8/5/2017,1,500
AM09,8/8/2017,8/5/2017,1,500
KB07,8/8/2017,8/5/2017,1,360
CH14,8/9/2017,8/5/2017,2,630
AM13,8/8/2017,8/5/2017,2,1000
AM13,8/8/2017,8/5/2017,2,1000
AM19,8/8/2017,8/5/2017,2,1200
AM19,8/8/2017,8/5/2017,2,1200
AM04,8/7/2017,8/6/2017,1,600
KB01,8/7/2017,8/6/2017,1,300
KB01,8/7/2017,8/6/2017,1,300
KB03,8/7/2017,8/6/2017,2,1000
KB03,8/7/2017,8/6/2017,2,1000
AM06,8/7/2017,8/6/2017,2,800
AM06,8/7/2017,8/6/2017,2,800
AM05,8/7/2017,8/6/2017,2,1200
AM05,8/7/2017,8/6/2017,2,1200
CH09,8/7/2017,8/6/2017,3,300
KB02,8/8/2017,8/6/2017,1,500
KB02,8/8/2017,8/6/2017,1,500
KB02,8/8/2017,8/6/2017,1,500
KB02,8/8/2017,8/6/2017,1,500
AM21,8/8/2017,8/6/2017,1,500
AM21,8/8/2017,8/6/2017,1,500
KB05,8/8/2017,8/6/2017,2,1400
KB05,8/8/2017,8/6/2017,2,1400
AM09,8/8/2017,8/6/2017,2,1000
AM09,8/8/2017,8/6/2017,2,1000
KB07,8/8/2017,8/6/2017,3,1170
AM13,8/8/2017,8/6/2017,2,900
AM13,8/8/2017,8/6/2017,2,900
AM19,8/8/2017,8/6/2017,2,900
AM19,8/8/2017,8/6/2017,2,900
NY17,8/9/2017,8/6/2017,1,300
DP01,8/9/2017,8/6/2017,1,500
DP01,8/9/2017,8/6/2017,1,500
NY18,8/9/2017,8/6/2017,1,400
CH04,8/9/2017,8/6/2017,1.5,450
CH04,8/9/2017,8/6/2017,1.5,450
AM20,8/8/2017,8/6/2017,2,500
NY14,8/9/2017,8/6/2017,2,500
NY23,8/9/2017,8/6/2017,2,500
CH28,8/9/2017,8/6/2017,0.8,225
CH28,8/9/2017,8/6/2017,0.8,225
CH09,8/7/2017,8/7/2017,4,383
KB02,8/8/2017,8/7/2017,1,400
KB02,8/8/2017,8/7/2017,1,400
KB02,8/8/2017,8/7/2017,1,400
KB02,8/8/2017,8/7/2017,1,400
AM21,8/8/2017,8/7/2017,1,600
AM21,8/8/2017,8/7/2017,1,600
KB05,8/8/2017,8/7/2017,1,600
KB05,8/8/2017,8/7/2017,1,600
AM09,8/8/2017,8/7/2017,2,1200
AM09,8/8/2017,8/7/2017,2,1200
KB07,8/8/2017,8/7/2017,1,320
CH03,8/8/2017,8/7/2017,1.25,450
AM13,8/8/2017,8/7/2017,1,600
AM13,8/8/2017,8/7/2017,1,600
AM19,8/8/2017,8/7/2017,2,1300
AM19,8/8/2017,8/7/2017,2,1300
NY25,8/9/2017,8/7/2017,0,0
NY17,8/9/2017,8/7/2017,1,300
DP01,8/9/2017,8/7/2017,1,500
DP01,8/9/2017,8/7/2017,1,500
NY18,8/9/2017,8/7/2017,1.5,700
CH04,8/9/2017,8/7/2017,1.5,540
CH04,8/9/2017,8/7/2017,1.5,540
CH14,8/9/2017,8/7/2017,0.5,180
AM20,8/8/2017,8/7/2017,1,300
NY14,8/9/2017,8/7/2017,2,500
NY23,8/9/2017,8/7/2017,3,800
CH28,8/9/2017,8/7/2017,1,315
CH28,8/9/2017,8/7/2017,1,315
AM08,8/10/2017,8/7/2017,0,0
AM08,8/10/2017,8/7/2017,0,0
AM12,8/10/2017,8/7/2017,1,400
CH15,8/10/2017,8/7/2017,1.25,360
AM05,8/10/2017,8/7/2017,2,700
AM11,8/10/2017,8/7/2017,2,500
CH32,8/10/2017,8/7/2017,2.5,360
NY25,8/9/2017,8/8/2017,2,500
NY17,8/9/2017,8/8/2017,1,500
DP01,8/9/2017,8/8/2017,1,600
DP01,8/9/2017,8/8/2017,1,600
NY18,8/9/2017,8/8/2017,1,500
CH04,8/9/2017,8/8/2017,1,410
CH04,8/9/2017,8/8/2017,1,410
CH14,8/9/2017,8/8/2017,1.5,450
AM20,8/8/2017,8/8/2017,1.5,400
NY14,8/9/2017,8/8/2017,2,600
NY23,8/9/2017,8/8/2017,2,450
CH28,8/9/2017,8/8/2017,1.5,440
CH28,8/9/2017,8/8/2017,1.5,440
AM08,8/10/2017,8/8/2017,2,1100
AM08,8/10/2017,8/8/2017,2,1100
CB22,8/10/2017,8/8/2017,2,590
CB22,8/10/2017,8/8/2017,2,590
AM12,8/10/2017,8/8/2017,1,500
AM12,8/10/2017,8/8/2017,1,500
CH15,8/10/2017,8/8/2017,0.8,180
AM05,8/10/2017,8/8/2017,1,300
AM11,8/10/2017,8/8/2017,1,300
CH32,8/10/2017,8/8/2017,2,355
AM08,8/10/2017,8/9/2017,1,600
AM08,8/10/2017,8/9/2017,1,600
CB22,8/10/2017,8/9/2017,1.5,450
CB22,8/10/2017,8/9/2017,1.5,450
AM12,8/10/2017,8/9/2017,1,300
AM12,8/10/2017,8/9/2017,1,300
CH15,8/10/2017,8/9/2017,1,270
AM05,8/10/2017,8/9/2017,1,400
AM11,8/10/2017,8/9/2017,2,500
CH32,8/10/2017,8/9/2017,0.5,90
CH04,8/15/2017,8/10/2017,1,180
AM05,8/14/2017,8/10/2017,2,900
AM05,8/14/2017,8/10/2017,2,900
AM09,8/14/2017,8/11/2017,1,500
AM09,8/14/2017,8/11/2017,1,500
AM10,8/14/2017,8/11/2017,1,600
AM10,8/14/2017,8/11/2017,1,600
AM04,8/14/2017,8/11/2017,2,900
AM09,8/14/2017,8/12/2017,0,0
AM09,8/14/2017,8/12/2017,0,0
AM10,8/14/2017,8/12/2017,1,500
AM10,8/14/2017,8/12/2017,1,500
AM05,8/14/2017,8/12/2017,3,1600
AM05,8/14/2017,8/12/2017,3,1600
AM04,8/14/2017,8/12/2017,2,1200
AM06,8/15/2017,8/12/2017,1,500
AM06,8/15/2017,8/12/2017,1,500
AM12,8/15/2017,8/12/2017,1,500
AM12,8/15/2017,8/12/2017,1,500
CB16,8/15/2017,8/12/2017,1.5,450
CB16,8/15/2017,8/12/2017,1.5,450
KB07,8/15/2017,8/12/2017,2,630
KB07,8/15/2017,8/12/2017,2,630
AM21,8/15/2017,8/12/2017,2,800
AM21,8/15/2017,8/12/2017,2,800
AM05,8/15/2017,8/12/2017,2,900
AM05,8/15/2017,8/12/2017,2,900
AM01,8/15/2017,8/12/2017,2,1200
AM01,8/15/2017,8/12/2017,2,1200
AM09,8/14/2017,8/13/2017,2,1300
AM09,8/14/2017,8/13/2017,2,1300
AM10,8/14/2017,8/13/2017,2,1300
AM10,8/14/2017,8/13/2017,2,1300
AM05,8/14/2017,8/13/2017,2,1200
AM05,8/14/2017,8/13/2017,2,1200
AM04,8/14/2017,8/13/2017,1,600
CH04,8/15/2017,8/13/2017,1,270
AM06,8/15/2017,8/13/2017,1,300
AM06,8/15/2017,8/13/2017,1,300
AM12,8/15/2017,8/13/2017,1,300
AM12,8/15/2017,8/13/2017,1,300
CB16,8/15/2017,8/13/2017,3.5,1350
CB16,8/15/2017,8/13/2017,3.5,1350
CH28,8/1/2017,8/13/2017,0.5,180
CH23,8/1/2017,8/13/2017,1,270
KB07,8/15/2017,8/13/2017,1,270
KB07,8/15/2017,8/13/2017,1,270
AM21,8/15/2017,8/13/2017,1,600
AM21,8/15/2017,8/13/2017,1,600
AM05,8/15/2017,8/13/2017,2,100
AM05,8/15/2017,8/13/2017,2,100
AM01,8/15/2017,8/13/2017,2,1000
AM01,8/15/2017,8/13/2017,2,1000
CH25,8/16/2017,8/13/2017,1,315
CH25,8/16/2017,8/13/2017,1,315
DP01,8/17/2017,8/13/2017,1,400
AM08,8/16/2017,8/13/2017,1,500
AM23,8/16/2017,8/13/2017,1,500
AM23,8/16/2017,8/13/2017,1,500
AM11,8/16/2017,8/13/2017,2,500
CH28,8/16/2017,8/13/2017,3,810
CH28,8/16/2017,8/13/2017,3,810
CH23,8/16/2017,8/13/2017,5,1350
CH23,8/16/2017,8/13/2017,5,1350
CH28,8/16/2017,8/13/2017,8,2250
CH28,8/16/2017,8/13/2017,8,2250
CH04,8/15/2017,8/14/2017,1,230
AM06,8/15/2017,8/14/2017,1,600
AM06,8/15/2017,8/14/2017,1,600
AM12,8/15/2017,8/14/2017,1,400
AM12,8/15/2017,8/14/2017,1,400
CB16,8/15/2017,8/14/2017,2,720
CB16,8/15/2017,8/14/2017,2,720
KB07,8/15/2017,8/14/2017,1.5,450
KB07,8/15/2017,8/14/2017,1.5,450
AM21,8/15/2017,8/14/2017,2,1100
AM21,8/15/2017,8/14/2017,2,1100
AM05,8/15/2017,8/14/2017,1,400
AM05,8/15/2017,8/14/2017,1,400
AM01,8/15/2017,8/14/2017,2,1500
AM01,8/15/2017,8/14/2017,2,1500
CH25,8/16/2017,8/14/2017,1.5,540
CH25,8/16/2017,8/14/2017,1.5,540
DP01,8/17/2017,8/14/2017,1,200
AM08,8/16/2017,8/14/2017,2,900
AM23,8/16/2017,8/14/2017,2,900
AM23,8/16/2017,8/14/2017,2,900
AM11,8/16/2017,8/14/2017,2,600
CH28,8/16/2017,8/14/2017,1.5,450
CH28,8/16/2017,8/14/2017,1.5,450
CH23,8/16/2017,8/14/2017,3,900
CH23,8/16/2017,8/14/2017,3,900
CH28,8/16/2017,8/14/2017,10,2700
CH28,8/16/2017,8/14/2017,10,2700
NY18,8/17/2017,8/14/2017,1,500
NY19,8/17/2017,8/14/2017,1,500
NY19,8/17/2017,8/14/2017,1,500
NY25,8/17/2017,8/14/2017,2,700
NY23,8/17/2017,8/14/2017,2,450
NY14,8/17/2017,8/14/2017,2,650
CH25,8/16/2017,8/15/2017,1,360
CH25,8/16/2017,8/15/2017,1,360
DP01,8/17/2017,8/15/2017,1,500
AM08,8/16/2017,8/15/2017,1,400
AM23,8/16/2017,8/15/2017,2,800
AM23,8/16/2017,8/15/2017,2,800
AM11,8/16/2017,8/15/2017,2,750
CH28,8/16/2017,8/15/2017,2,720
CH28,8/16/2017,8/15/2017,2,720
CH23,8/16/2017,8/15/2017,0.5,180
CH23,8/16/2017,8/15/2017,0.5,180
CH28,8/16/2017,8/15/2017,5,1350
CH28,8/16/2017,8/15/2017,5,1350
NY18,8/17/2017,8/15/2017,1,500
NY19,8/17/2017,8/15/2017,1,500
NY19,8/17/2017,8/15/2017,1,500
NY25,8/17/2017,8/15/2017,1,350
NY23,8/17/2017,8/15/2017,2,400
NY14,8/17/2017,8/15/2017,2,550
CB10,8/19/2017,8/15/2017,1,225
CB10,8/19/2017,8/15/2017,1,225
CB08,8/19/2017,8/15/2017,1,225
CH02,8/18/2017,8/16/2017,1.5,220
NY18,8/17/2017,8/16/2017,1,300
NY19,8/17/2017,8/16/2017,2,400
NY25,8/17/2017,8/16/2017,1,300
NY23,8/17/2017,8/16/2017,1.5,400
NY14,8/17/2017,8/16/2017,2,650
CB10,8/19/2017,8/16/2017,1,175
CB10,8/19/2017,8/16/2017,1,175
CB08,8/19/2017,8/16/2017,1,175
CH18,8/20/2017,8/16/2017,1,230
CH18,8/20/2017,8/16/2017,1,230
CB15,8/20/2017,8/16/2017,1.5,360
CB15,8/20/2017,8/16/2017,1.5,360
CB10,8/19/2017,8/17/2017,1,200
CB08,8/19/2017,8/17/2017,1,200
CH16,8/20/2017,8/17/2017,0.5,150
CH16,8/20/2017,8/17/2017,0.5,150
CB19,8/20/2017,8/17/2017,1.5,330
CH02,8/23/2017,8/17/2017,3,600
CB10,8/19/2017,8/17/2017,1,200
CH16,8/20/2017,8/18/2017,1,250
CH16,8/20/2017,8/18/2017,1,250
CH18,8/20/2017,8/18/2017,1,285
CH18,8/20/2017,8/18/2017,1,285
CB15,8/20/2017,8/18/2017,1,180
CB15,8/20/2017,8/18/2017,1,180
CB19,8/20/2017,8/18/2017,1.5,380
CH16,8/20/2017,8/19/2017,1,250
CH16,8/20/2017,8/19/2017,1,250
CH18,8/20/2017,8/19/2017,1.5,380
CH18,8/20/2017,8/19/2017,1.5,380
CB15,8/20/2017,8/19/2017,1,270
CB15,8/20/2017,8/19/2017,1,270
CB19,8/20/2017,8/19/2017,1,235
AM01,8/22/2017,8/19/2017,1,500
AM01,8/22/2017,8/19/2017,1,500
AM06,8/27/2017,8/19/2017,1,600
AM06,8/27/2017,8/19/2017,1,600
AM05,8/22/2017,8/19/2017,2,760
AM05,8/22/2017,8/19/2017,2,760
AM23,8/26/2017,8/19/2017,2,1200
AM23,8/26/2017,8/19/2017,2,1200
AM13,8/22/2017,8/19/2017,2,900
AM13,8/22/2017,8/19/2017,2,900
CB20,8/22/2017,8/19/2017,3,750
CB20,8/22/2017,8/19/2017,3,750
CB20,8/22/2017,8/19/2017,3,750
CB20,8/22/2017,8/19/2017,3,750
CB03,8/22/2017,8/19/2017,5,1180
AM01,8/22/2017,8/20/2017,1,500
AM01,8/22/2017,8/20/2017,1,500
AM06,8/27/2017,8/20/2017,1,500
AM06,8/27/2017,8/20/2017,1,500
AM05,8/22/2017,8/20/2017,1,570
AM05,8/22/2017,8/20/2017,1,570
AM23,8/26/2017,8/20/2017,2,800
AM23,8/26/2017,8/20/2017,2,800
AM13,8/22/2017,8/20/2017,2,900
AM13,8/22/2017,8/20/2017,2,900
CB20,8/22/2017,8/20/2017,2.5,650
CB20,8/22/2017,8/20/2017,2.5,650
CB20,8/22/2017,8/20/2017,2.5,650
CB20,8/22/2017,8/20/2017,2.5,650
CB03,8/22/2017,8/20/2017,4,1040
CH18,8/23/2017,8/20/2017,0.25,70
CH18,8/23/2017,8/20/2017,0.25,70
CH21,8/28/2017,8/20/2017,1,330
CB22,8/29/2017,8/20/2017,3,900
AM01,8/22/2017,8/21/2017,1,300
AM01,8/22/2017,8/21/2017,1,300
AM06,8/27/2017,8/21/2017,1,600
AM06,8/27/2017,8/21/2017,1,600
AM05,8/22/2017,8/21/2017,2,665
AM05,8/22/2017,8/21/2017,2,665
AM23,8/26/2017,8/21/2017,1,500
AM23,8/26/2017,8/21/2017,1,500
AM13,8/22/2017,8/21/2017,2,1500
AM13,8/22/2017,8/21/2017,2,1500
CB20,8/22/2017,8/21/2017,2,470
CB20,8/22/2017,8/21/2017,2,470
CB20,8/22/2017,8/21/2017,2,470
CB20,8/22/2017,8/21/2017,2,470
CB03,8/22/2017,8/21/2017,3,1000
CH18,8/23/2017,8/21/2017,1.5,360
CH18,8/23/2017,8/21/2017,1.5,360
CH02,8/23/2017,8/21/2017,1,200
DP01,8/24/2017,8/21/2017,1,300
DP01,8/24/2017,8/21/2017,1,300
NY19,8/24/2017,8/21/2017,1,500
NY19,8/24/2017,8/21/2017,1,500
NY23,8/24/2017,8/21/2017,2,450
CH21,8/28/2017,8/21/2017,0.8,230
CH18,8/23/2017,8/22/2017,2,450
CH18,8/23/2017,8/22/2017,2,450
CH02,8/23/2017,8/22/2017,0.1,20
DP01,8/24/2017,8/22/2017,1,400
DP01,8/24/2017,8/22/2017,1,400
NY19,8/24/2017,8/22/2017,1.5,800
NY19,8/24/2017,8/22/2017,1.5,800
NY23,8/24/2017,8/22/2017,2,600
NY04,8/24/2017,8/22/2017,2,555
CH21,8/28/2017,8/22/2017,1,280
DP01,8/24/2017,8/23/2017,1,600
DP01,8/24/2017,8/23/2017,1,600
NY19,8/24/2017,8/23/2017,1,600
